MeterType,the_geom,MeterNo,LONG,LAT,Status,Borough
Strada,POINT (-73.84754478941632 40.709875987979544),4522508,-73.8475447894,40.709875988,Active,Queens
Strada,POINT (-73.84880089683506 40.71007062987071),4522507,-73.8488008968,40.7100706299,Active,Queens
Strada,POINT (-73.84904582319449 40.710001740642234),4522506,-73.8490458232,40.7100017406,Active,Queens
Strada,POINT (-73.849163601086 40.70998012424439),4522505,-73.8491636011,40.7099801242,Active,Queens
Strada,POINT (-73.84945799115022 40.71018488626701),4522504,-73.8494579912,40.7101848863,Active,Queens
Strada,POINT (-73.85025951820307 40.7103112991846),4522503,-73.8502595182,40.7103112992,Retired,Queens
Strada,POINT (-73.85150628802356 40.71050914122013),4522502,-73.851506288,40.7105091412,Retired,Queens
Strada,POINT (-73.88463841540559 40.70157924292695),4361748,-73.8846384154,40.7015792429,Active,Queens
Strada,POINT (-73.88572633199644 40.70148804723784),4361747,-73.885726332,40.7014880472,Active,Queens
Strada,POINT (-73.88638517682388 40.70143027240465),4361746,-73.8863851768,40.7014302724,Active,Queens
Strada,POINT (-73.88763774848954 40.70132571967875),4361745,-73.8876377485,40.7013257197,Active,Queens
Strada,POINT (-73.8888595561806 40.70132085089739),4361763,-73.8888595562,40.7013208509,Active,Queens
Strada,POINT (-73.88814754004677 40.70128321043396),4361744,-73.88814754,40.7012832104,Active,Queens
Strada,POINT (-73.88927889900916 40.701187754050274),4361743,-73.889278899,40.7011877541,Active,Queens
Strada,POINT (-73.88985903249859 40.701137754072384),4361742,-73.8898590325,40.7011377541,Active,Queens
Strada,POINT (-73.95421333517683 40.743441466483404),4152137,-73.9542133352,40.7434414665,Active,Queens
Strada,POINT (-73.95408227518517 40.74350097293414),4152138,-73.9540822752,40.7435009729,Active,Queens
Strada,POINT (-73.95370934415938 40.74481874693108),4152145,-73.9537093442,40.7448187469,Active,Queens
Strada,POINT (-73.95410766890679 40.74295164679465),4152136,-73.9541076689,40.7429516468,Active,Queens
Strada,POINT (-73.95359876008831 40.74447481690295),4152134,-73.9535987601,40.7444748169,Active,Queens
Strada,POINT (-73.93262293871543 40.74278172095466),4151985,-73.9326229387,40.742781721,Active,Queens
Strada,POINT (-73.93250691167324 40.74264816003513),4151981,-73.9325069117,40.74264816,Active,Queens
Strada,POINT (-73.88153228617274 40.74983426153806),4122378,-73.8815322862,40.7498342615,Active,Queens
Strada,POINT (-73.88143157462983 40.749840266049205),4122380,-73.8814315746,40.749840266,Active,Queens
Strada,POINT (-73.88123461242635 40.74817232250861),4122377,-73.8812346124,40.7481723225,Active,Queens
Strada,POINT (-73.88113169402325 40.74817095112923),4122379,-73.881131694,40.7481709511,Active,Queens
Strada,POINT (-73.88216482014325 40.74806208960216),4122383,-73.8821648201,40.7480620896,Active,Queens
Strada,POINT (-73.882458568578 40.749702682914965),4122384,-73.8824585686,40.7497026829,Active,Queens
Strada,POINT (-73.88206033275114 40.74807757854092),4122382,-73.8820603328,40.7480775785,Active,Queens
Strada,POINT (-73.88236279212892 40.74976597991759),4122381,-73.8823627921,40.7497659799,Active,Queens
Strada,POINT (-73.88328975387294 40.74965203173138),4122387,-73.8832897539,40.7496520317,Active,Queens
Strada,POINT (-73.88243212988203 40.747852264563),4122340,-73.8824321299,40.7478522646,Active,Queens
Strada,POINT (-73.88163357694599 40.74793616279343),4122339,-73.8816335769,40.7479361628,Active,Queens
Strada,POINT (-73.88066608347145 40.748037267570865),4122338,-73.8806660835,40.7480372676,Active,Queens
Strada,POINT (-73.88300323259642 40.747455373070515),4122308,-73.8830032326,40.7474553731,Active,Queens
Strada,POINT (-73.88325199063593 40.74677097981153),4122306,-73.8832519906,40.7467709798,Inactive,Queens
Strada,POINT (-73.88352464474828 40.7465090551774),4122305,-73.8835246447,40.7465090552,Inactive,Queens
Strada,POINT (-73.88374534485654 40.746989985993174),4122303,-73.8837453449,40.746989986,Inactive,Queens
Strada,POINT (-73.8837958635864 40.746550138316735),4122304,-73.8837958636,40.7465501383,Active,Queens
Strada,POINT (-73.8847622770624 40.74731894020413),4122299,-73.8847622771,40.7473189402,Active,Queens
Strada,POINT (-73.8845328420873 40.74602505171854),4413100,-73.8845328421,40.7460250517,Active,Queens
Strada,POINT (-73.88486883799715 40.747316636111954),4122300,-73.884868838,40.7473166361,Active,Queens
Strada,POINT (-73.88430718809428 40.7475308343636),4122302,-73.8843071881,40.7475308344,Active,Queens
Strada,POINT (-73.88506292036422 40.74745261921252),4122301,-73.8850629204,40.7474526192,Active,Queens
Strada,POINT (-73.89166868101552 40.74834502137717),4122419,-73.891668681,40.7483450214,Active,Queens
Strada,POINT (-73.89153380802395 40.747640065881946),4122418,-73.891533808,40.7476400659,Active,Queens
Strada,POINT (-73.89177598785243 40.748356734288215),4122417,-73.8917759879,40.7483567343,Active,Queens
Strada,POINT (-73.89165908656753 40.74776393055449),4122416,-73.8916590866,40.7477639306,Active,Queens
Strada,POINT (-73.84960701595227 40.73213265964055),4451773,-73.849607016,40.7321326596,Active,Queens
Strada,POINT (-73.849754706454 40.7321742299469),4451772,-73.8497547065,40.7321742299,Active,Queens
Strada,POINT (-73.84918609686979 40.73157630650963),4451774,-73.8491860969,40.7315763065,Active,Queens
Strada,POINT (-73.85001341085291 40.73277582389076),4451771,-73.8500134109,40.7327758239,Active,Queens
Strada,POINT (-73.84996959475836 40.732877862073444),4451770,-73.8499695948,40.7328778621,Active,Queens
Strada,POINT (-73.85027211226594 40.73346564550114),4451769,-73.8502721123,40.7334656455,Active,Queens
Strada,POINT (-73.8502227354336 40.7335672920227),4451768,-73.8502227354,40.733567292,Active,Queens
Strada,POINT (-73.85016729473759 40.73384434354938),4451767,-73.8501672947,40.7338443435,Active,Queens
Strada,POINT (-73.82235998764799 40.757332785870545),4061159,-73.8223599876,40.7573327859,Active,Queens
Strada,POINT (-73.82275831819506 40.75765931446406),4061158,-73.8227583182,40.7576593145,Inactive,Queens
Strada,POINT (-73.8225223338469 40.754005907385064),4061155,-73.8225223338,40.7540059074,Active,Queens
Strada,POINT (-73.82243082204764 40.75417414680911),4061156,-73.822430822,40.7541741468,Active,Queens
Strada,POINT (-73.8223487593088 40.753624052547195),4061154,-73.8223487593,40.7536240525,Active,Queens
Strada,POINT (-73.82183636296406 40.753228422001236),4061153,-73.821836363,40.753228422,Active,Queens
Strada,POINT (-73.82136331874246 40.75284602550319),4061152,-73.8213633187,40.7528460255,Active,Queens
Strada,POINT (-73.82245303532301 40.753492904937744),4061148,-73.8224530353,40.7534929049,Active,Queens
Strada,POINT (-73.81875527448338 40.75038103678811),4061151,-73.8187552745,40.7503810368,Active,Queens
Strada,POINT (-73.81858393394891 40.750021593186084),4061149,-73.8185839339,40.7500215932,Active,Queens
Strada,POINT (-73.94613149743634 40.742167210474584),4152021,-73.9461314974,40.7421672105,Active,Queens
Strada,POINT (-73.94551624763696 40.742412800031424),4152020,-73.9455162476,40.7424128,Active,Queens
Strada,POINT (-73.94488408576976 40.742664563786256),4152019,-73.9448840858,40.7426645638,Active,Queens
Strada,POINT (-73.94376484578193 40.743108125799864),4152018,-73.9437648458,40.7431081258,Active,Queens
Strada,POINT (-73.94321215865102 40.743329562145085),4152017,-73.9432121587,40.7433295621,Active,Queens
Strada,POINT (-73.94256382001853 40.74358984377008),4152016,-73.94256382,40.7435898438,Active,Queens
Strada,POINT (-73.94191614266292 40.743847688902065),4152015,-73.9419161427,40.7438476889,Active,Queens
Strada,POINT (-73.94126923506573 40.74410235018703),4152014,-73.9412692351,40.7441023502,Active,Queens
Strada,POINT (-73.94061718181915 40.744360717968846),4152013,-73.9406171818,40.744360718,Active,Queens
Strada,POINT (-73.93992467147328 40.744585338775494),4152012,-73.9399246715,40.7445853388,Active,Queens
Strada,POINT (-73.93925473198462 40.74480221575708),4152011,-73.939254732,40.7448022158,Active,Queens
Strada,POINT (-73.9385816725597 40.7450195518353),4152010,-73.9385816726,40.7450195518,Active,Queens
Strada,POINT (-73.90638914163469 40.773008733546995),4181690,-73.9063891416,40.7730087335,Active,Queens
Strada,POINT (-73.90714759256092 40.77354799504209),4181689,-73.9071475926,40.773547995,Active,Queens
Strada,POINT (-73.90772297516827 40.77395663471078),4181686,-73.9077229752,40.7739566347,Active,Queens
Strada,POINT (-73.90862095790885 40.77459278325351),4181683,-73.9086209579,40.7745927833,Active,Queens
Strada,POINT (-73.90907689334715 40.77464644290572),4181684,-73.9090768933,40.7746464429,Active,Queens
Strada,POINT (-73.90913415148128 40.77474305353071),4181685,-73.9091341515,40.7747430535,Active,Queens
Strada,POINT (-73.90925989603404 40.775037520797476),4181679,-73.909259896,40.7750375208,Active,Queens
Strada,POINT (-73.91331469172711 40.76523483297633),4072279,-73.9133146917,40.765234833,Active,Queens
Strada,POINT (-73.91443881712507 40.76369558727046),4072266,-73.9144388171,40.7636955873,Active,Queens
Strada,POINT (-73.91410155455223 40.76370406039241),4072264,-73.9141015546,40.7637040604,Active,Queens
Strada,POINT (-73.91400896222764 40.76366638354516),4072265,-73.9140089622,40.7636663835,Active,Queens
Strada,POINT (-73.91379453701637 40.763391961106706),4072263,-73.913794537,40.7633919611,Active,Queens
Strada,POINT (-73.91279048800624 40.76292106545017),4072262,-73.912790488,40.7629210655,Active,Queens
Strada,POINT (-73.91133386375961 40.762235851828564),4072261,-73.9113338638,40.7622358518,Active,Queens
Strada,POINT (-73.91142066344301 40.762149872661496),4072260,-73.9114206634,40.7621498727,Active,Queens
Strada,POINT (-73.9130375745016 40.76290758616536),4072259,-73.9130375745,40.7629075862,Active,Queens
Strada,POINT (-73.91378462127769 40.76325870060956),4072258,-73.9137846213,40.7632587006,Active,Queens
Strada,POINT (-73.91422610750632 40.763400810104),4072257,-73.9142261075,40.7634008101,Active,Queens
Strada,POINT (-73.91483637809527 40.76354097523535),4072256,-73.9148363781,40.7635409752,Active,Queens
Strada,POINT (-73.91501591419042 40.76336935636471),4072255,-73.9150159142,40.7633693564,Active,Queens
Strada,POINT (-73.91208135905838 40.75547597327177),4072222,-73.9120813591,40.7554759733,Retired,Queens
Strada,POINT (-73.91242653793367 40.755814398599696),4072221,-73.9124265379,40.7558143986,Active,Queens
Strada,POINT (-73.91304049380042 40.75610433664617),4072220,-73.9130404938,40.7561043366,Active,Queens
Strada,POINT (-73.91433718891328 40.756487576429166),4072219,-73.9143371889,40.7564875764,Active,Queens
Strada,POINT (-73.91452636276058 40.7568028092373),4072218,-73.9145263628,40.7568028092,Active,Queens
Strada,POINT (-73.91523443565869 40.75713667345346),4072217,-73.9152344357,40.7571366735,Active,Queens
Strada,POINT (-73.9159130463605 40.757264714787304),4072216,-73.9159130464,40.7572647148,Active,Queens
Strada,POINT (-73.91631328307274 40.75764475387354),4072215,-73.9163132831,40.7576447539,Active,Queens
Strada,POINT (-73.91634400366988 40.75779452572768),4072227,-73.9163440037,40.7577945257,Active,Queens
Strada,POINT (-73.91469131584644 40.7570183900582),4072226,-73.9146913158,40.7570183901,Active,Queens
Strada,POINT (-73.91386084790658 40.7566295542304),4072225,-73.9138608479,40.7566295542,Active,Queens
Strada,POINT (-73.9131699490014 40.75657091510158),4072224,-73.913169949,40.7565709151,Active,Queens
Strada,POINT (-73.9130335422478 40.75624055808571),4072223,-73.9130335422,40.7562405581,Active,Queens
Strada,POINT (-73.92568119732243 40.86324446084294),1068277,-73.9256811973,40.8632444608,Active,Manhattan
Strada,POINT (-73.92544311008416 40.86287575922527),1068276,-73.9254431101,40.8628757592,Active,Manhattan
Strada,POINT (-73.92501596985593 40.86278321462277),1068275,-73.9250159699,40.8627832146,Active,Manhattan
Strada,POINT (-73.92498306322948 40.86266990258678),1068274,-73.9249830632,40.8626699026,Active,Manhattan
Strada,POINT (-73.92506643706221 40.86228910981265),1068273,-73.9250664371,40.8622891098,Active,Manhattan
Strada,POINT (-73.92488374353789 40.86199316021416),1068272,-73.9248837435,40.8619931602,Active,Manhattan
Strada,POINT (-73.92512889479676 40.86201533023446),1068266,-73.9251288948,40.8620153302,Active,Manhattan
Strada,POINT (-73.92552598025532 40.86263120724681),1068265,-73.9255259803,40.8626312072,Active,Manhattan
Strada,POINT (-73.9258432073122 40.86312425512628),1068264,-73.9258432073,40.8631242551,Active,Manhattan
Strada,POINT (-73.92740351044219 40.863150579071196),1068261,-73.9274035104,40.8631505791,Active,Manhattan
Strada,POINT (-73.92559009078722 40.86381949997286),1068281,-73.9255900908,40.8638195,Active,Manhattan
Strada,POINT (-73.9251432258385 40.86398637875591),1068280,-73.9251432258,40.8639863788,Active,Manhattan
Strada,POINT (-73.92521780952652 40.86377583857284),1068279,-73.9252178095,40.8637758386,Active,Manhattan
Strada,POINT (-73.92559362512459 40.86363639755111),1068278,-73.9255936251,40.8636363976,Active,Manhattan
Strada,POINT (-73.92641631574801 40.863332919763835),1068263,-73.9264163157,40.8633329198,Active,Manhattan
Strada,POINT (-73.92812074484462 40.86269887410644),1068262,-73.9281207448,40.8626988741,Active,Manhattan
Strada,POINT (-73.94944357461596 40.82809859435334),1228480,-73.9494435746,40.8280985944,Active,Manhattan
Strada,POINT (-73.94898875527663 40.828719552015784),1228479,-73.9489887553,40.828719552,Active,Manhattan
Strada,POINT (-73.94860034271836 40.829249657682304),1228478,-73.9486003427,40.8292496577,Active,Manhattan
Strada,POINT (-73.94807413697491 40.829979477537755),1228477,-73.948074137,40.8299794775,Active,Manhattan
Strada,POINT (-73.94767733676761 40.83051504221687),1228476,-73.9476773368,40.8305150422,Inactive,Manhattan
Strada,POINT (-73.94721361442438 40.830576761527254),1228447,-73.9472136144,40.8305767615,Active,Manhattan
Strada,POINT (-73.94777825370896 40.82980762675462),1228446,-73.9477782537,40.8298076268,Active,Manhattan
Strada,POINT (-73.94813694965674 40.829318084145854),1228445,-73.9481369497,40.8293180841,Active,Manhattan
Strada,POINT (-73.9486527180112 40.82860545153161),1228444,-73.948652718,40.8286054515,Active,Manhattan
Strada,POINT (-73.94906126811675 40.82804259901725),1228443,-73.9490612681,40.828042599,Active,Manhattan
Strada,POINT (-73.96145027910649 40.81038092621905),1389709,-73.9614502791,40.8103809262,Active,Manhattan
Strada,POINT (-73.96043701881511 40.80995161012711),1389710,-73.9604370188,40.8099516101,Active,Manhattan
Strada,POINT (-73.95980088444864 40.80968382875223),1389711,-73.9598008844,40.8096838288,Active,Manhattan
Strada,POINT (-73.95911513145357 40.80964535516506),1389708,-73.9591151315,40.8096453552,Active,Manhattan
Strada,POINT (-73.95857887663901 40.81037715411125),1389707,-73.9585788766,40.8103771541,Active,Manhattan
Strada,POINT (-73.9581927522624 40.81090940970889),1389706,-73.9581927523,40.8109094097,Active,Manhattan
Strada,POINT (-73.95762681513348 40.81167834964847),1389705,-73.9576268151,40.8116783496,Active,Manhattan
Strada,POINT (-73.95720206018585 40.812267771910165),1389704,-73.9572020602,40.8122677719,Active,Manhattan
Strada,POINT (-73.95127537063243 40.79133602171567),1348082,-73.9512753706,40.7913360217,Active,Manhattan
Strada,POINT (-73.95275225822073 40.78900421015382),1348077,-73.9527522582,40.7890042102,Active,Manhattan
Strada,POINT (-73.94038390116346 40.798009216133934),1289729,-73.9403839012,40.7980092161,Active,Manhattan
Strada,POINT (-73.9409796956536 40.79825979679814),1289728,-73.9409796957,40.7982597968,Active,Manhattan
Strada,POINT (-73.9412922950787 40.798963730161155),1289732,-73.9412922951,40.7989637302,Active,Manhattan
Strada,POINT (-73.94143490019255 40.798984881595146),1289733,-73.9414349002,40.7989848816,Active,Manhattan
Strada,POINT (-73.94219140706264 40.798961546114036),1289731,-73.9421914071,40.7989615461,Active,Manhattan
Strada,POINT (-73.94078698559204 40.798368400875084),1289730,-73.9407869856,40.7983684009,Active,Manhattan
Strada,POINT (-73.96368260558859 40.79828298562919),1038149,-73.9636826056,40.7982829856,Active,Manhattan
Strada,POINT (-73.96326830626349 40.79885714247273),1038146,-73.9632683063,40.7988571425,Active,Manhattan
Strada,POINT (-73.96274327914978 40.79957396146743),1038145,-73.9627432791,40.7995739615,Active,Manhattan
Strada,POINT (-73.96181692976384 40.80085097416056),1038142,-73.9618169298,40.8008509742,Active,Manhattan
Strada,POINT (-73.9614161535573 40.80139488444117),1038141,-73.9614161536,40.8013948844,Active,Manhattan
Strada,POINT (-73.96348491746407 40.79822145417886),1038148,-73.9634849175,40.7982214542,Active,Manhattan
Strada,POINT (-73.96306242142278 40.79879796429853),1038147,-73.9630624214,40.7987979643,Active,Manhattan
Strada,POINT (-73.96249162584543 40.79959504158969),1038144,-73.9624916258,40.7995950416,Active,Manhattan
Strada,POINT (-73.96208317351513 40.80015100407732),1038143,-73.9620831735,40.8001510041,Active,Manhattan
Strada,POINT (-73.96117978097813 40.8013832931019),1038140,-73.961179781,40.8013832931,Active,Manhattan
Strada,POINT (-73.93712038978094 40.80211267507549),1208076,-73.9371203898,40.8021126751,Active,Manhattan
Strada,POINT (-73.9376144112233 40.80143569699966),1208075,-73.9376144112,40.801435697,Active,Manhattan
Strada,POINT (-73.93799915704115 40.80090325658705),1208073,-73.937999157,40.8009032566,Active,Manhattan
Strada,POINT (-73.93850972732038 40.80020780700781),1208072,-73.9385097273,40.800207807,Active,Manhattan
Strada,POINT (-73.93735119616866 40.80140627812002),1208074,-73.9373511962,40.8014062781,Active,Manhattan
Strada,POINT (-73.9383031583084 40.80009541966896),1208071,-73.9383031583,40.8000954197,Active,Manhattan
Strada,POINT (-73.93865236459114 40.79961610271821),1208070,-73.9386523646,40.7996161027,Active,Manhattan
Strada,POINT (-73.95864278710927 40.77262994052432),1208010,-73.9586427871,40.7726299405,Active,Manhattan
Strada,POINT (-73.95908298789702 40.77203047427386),1208009,-73.9590829879,40.7720304743,Active,Manhattan
Strada,POINT (-73.95953056340814 40.771417778687535),1208006,-73.9595305634,40.7714177787,Active,Manhattan
Strada,POINT (-73.95996715961826 40.77082357833555),1208005,-73.9599671596,40.7708235783,Active,Manhattan
Strada,POINT (-73.96044809599155 40.77015887849058),1208002,-73.960448096,40.7701588785,Active,Manhattan
Strada,POINT (-73.95834150559676 40.772650277013604),1208011,-73.9583415056,40.772650277,Active,Manhattan
Strada,POINT (-73.95872496971847 40.77212300475317),1208008,-73.9587249697,40.7721230048,Active,Manhattan
Strada,POINT (-73.95928074735671 40.77136111295573),1208007,-73.9592807474,40.771361113,Active,Manhattan
Strada,POINT (-73.9597452905222 40.770726098093206),1208004,-73.9597452905,40.7707260981,Active,Manhattan
Strada,POINT (-73.96008755756165 40.770255071105574),1208003,-73.9600875576,40.7702550711,Active,Manhattan
Strada,POINT (-73.94880265094466 40.77379572659276),1294853,-73.9488026509,40.7737957266,Active,Manhattan
Strada,POINT (-73.94847890551057 40.77423777065823),1294852,-73.9484789055,40.7742377707,Active,Manhattan
Strada,POINT (-73.94792039057538 40.775001484593695),1294851,-73.9479203906,40.7750014846,Active,Manhattan
Strada,POINT (-73.94758538135572 40.77546453871634),1294850,-73.9475853814,40.7754645387,Active,Manhattan
Strada,POINT (-73.94698726533073 40.77670944956972),1294849,-73.9469872653,40.7767094496,Active,Manhattan
Strada,POINT (-73.9465221654109 40.776918216092184),1294848,-73.9465221654,40.7769182161,Active,Manhattan
Strada,POINT (-73.95246255231363 40.81111684687853),1019684,-73.9524625523,40.8111168469,Active,Manhattan
Strada,POINT (-73.95592032608026 40.81401775684078),1019685,-73.9559203261,40.8140177568,Active,Manhattan
Strada,POINT (-73.94556244970087 40.80743649555956),1019674,-73.9455624497,40.8074364956,Active,Manhattan
Strada,POINT (-73.94536192318981 40.80816493707256),1019672,-73.9453619232,40.8081649371,Active,Manhattan
Strada,POINT (-73.94597029618622 40.807333719047826),1019673,-73.9459702962,40.807333719,Active,Manhattan
Strada,POINT (-73.94837823954158 40.80861073647603),1019677,-73.9483782395,40.8086107365,Active,Manhattan
Strada,POINT (-73.94820912187988 40.80942029389646),1019675,-73.9482091219,40.8094202939,Active,Manhattan
Strada,POINT (-73.94872007607792 40.80871582947579),1019676,-73.9487200761,40.8087158295,Active,Manhattan
Strada,POINT (-73.95103897312718 40.810520163929866),1019678,-73.9510389731,40.8105201639,Active,Manhattan
Strada,POINT (-73.95134088535225 40.80975958539244),1019680,-73.9513408854,40.8097595854,Active,Manhattan
Strada,POINT (-73.95148683062509 40.809902529797995),1019679,-73.9514868306,40.8099025298,Active,Manhattan
Strada,POINT (-73.95207380416745 40.8113065468636),1019682,-73.9520738042,40.8113065469,Active,Manhattan
Strada,POINT (-73.95238735463664 40.810876049775395),1019681,-73.9523873546,40.8108760498,Active,Manhattan
Strada,POINT (-73.9527649032556 40.81035858275335),1019683,-73.9527649033,40.8103585828,Inactive,Manhattan
Strada,POINT (-73.96225597387874 40.60775130559914),3051337,-73.9622559739,40.6077513056,Active,Brooklyn
Strada,POINT (-73.96334740225649 40.606942174474824),3051312,-73.9633474023,40.6069421745,Active,Brooklyn
Strada,POINT (-73.9627405751155 40.60713060353896),3051311,-73.9627405751,40.6071306035,Active,Brooklyn
Strada,POINT (-73.96376001447368 40.60722198754881),3051331,-73.9637600145,40.6072219875,Active,Brooklyn
Strada,POINT (-73.96385768090249 40.60717396556331),3051332,-73.9638576809,40.6071739656,Active,Brooklyn
Strada,POINT (-73.96413551634866 40.606697628872205),3051313,-73.9641355163,40.6066976289,Active,Brooklyn
Strada,POINT (-73.96463469864992 40.606864600703325),3051335,-73.9646346986,40.6068646007,Active,Brooklyn
Strada,POINT (-73.96470479392647 40.6066589079638),3051336,-73.9647047939,40.606658908,Active,Brooklyn
Strada,POINT (-73.96538681298733 40.60627630988106),3051314,-73.965386813,40.6062763099,Active,Brooklyn
Strada,POINT (-73.98524776419492 40.69172244044031),3013645,-73.9852477642,40.6917224404,Active,Brooklyn
Strada,POINT (-73.98623365996082 40.69190091550714),3013666,-73.98623366,40.6919009155,Active,Brooklyn
Strada,POINT (-73.98634985169996 40.691694023870426),3013667,-73.9863498517,40.6916940239,Active,Brooklyn
Strada,POINT (-73.98495220303556 40.69210304452625),3013588,-73.984952203,40.6921030445,Active,Brooklyn
Strada,POINT (-73.98577799590554 40.69213342838943),3013589,-73.9857779959,40.6921334284,Active,Brooklyn
Strada,POINT (-73.98687362493341 40.69217473362778),3013590,-73.9868736249,40.6921747336,Active,Brooklyn
Strada,POINT (-73.98217823002786 40.68990803304189),3013664,-73.98217823,40.689908033,Active,Brooklyn
Strada,POINT (-73.98217196737174 40.68999080815046),3013663,-73.9821719674,40.6899908082,Active,Brooklyn
Strada,POINT (-73.97918836800692 40.68979532002133),3013691,-73.979188368,40.68979532,Active,Brooklyn
Strada,POINT (-73.98110652817505 40.68954407452956),3013668,-73.9811065282,40.6895440745,Active,Brooklyn
Strada,POINT (-73.9813960194402 40.68945093207431),3013675,-73.9813960194,40.6894509321,Active,Brooklyn
Strada,POINT (-73.98180801405168 40.69027982224265),3013674,-73.9818080141,40.6902798222,Active,Brooklyn
Strada,POINT (-73.98203027530887 40.690726270367655),3013673,-73.9820302753,40.6907262704,Inactive,Brooklyn
Strada,POINT (-73.99404714887807 40.70315256216879),3013690,-73.9940471489,40.7031525622,Active,Brooklyn
Strada,POINT (-73.9932509965729 40.70329526465564),3013689,-73.9932509966,40.7032952647,Active,Brooklyn
Strada,POINT (-73.99378966262154 40.70282434085079),3013688,-73.9937896626,40.7028243409,Active,Brooklyn
Strada,POINT (-73.99282861131186 40.69771627712428),3013547,-73.9928286113,40.6977162771,Active,Brooklyn
Strada,POINT (-73.99295801857195 40.697707710436184),3013546,-73.9929580186,40.6977077104,Active,Brooklyn
Strada,POINT (-73.99263503029366 40.698383632774174),3013545,-73.9926350303,40.6983836328,Active,Brooklyn
Strada,POINT (-73.99226241600648 40.69915802453198),3013544,-73.992262416,40.6991580245,Active,Brooklyn
Strada,POINT (-73.99200523358617 40.69969483917198),3013543,-73.9920052336,40.6996948392,Active,Brooklyn
Strada,POINT (-73.85525171529594 40.71120989496424),4522522,-73.8552517153,40.711209895,Active,Queens
Strada,POINT (-73.85437306971376 40.711072115187406),4522521,-73.8543730697,40.7110721152,Active,Queens
Strada,POINT (-73.85287846934743 40.71084124605356),4522520,-73.8528784693,40.7108412461,Active,Queens
Strada,POINT (-73.85236165602225 40.71075577146047),4522519,-73.852361656,40.7107557715,Active,Queens
Strada,POINT (-73.85161657034156 40.71063583599962),4522518,-73.8516165703,40.710635836,Active,Queens
Strada,POINT (-73.85088235643354 40.710626143288174),4522517,-73.8508823564,40.7106261433,Active,Queens
Strada,POINT (-73.85030833400283 40.71043017715187),4522516,-73.850308334,40.7104301772,Active,Queens
Strada,POINT (-73.84971361348207 40.710333519326795),4522515,-73.8497136135,40.7103335193,Active,Queens
Strada,POINT (-73.84923211118097 40.710254908948045),4522514,-73.8492321112,40.7102549089,Active,Queens
Strada,POINT (-73.84826631800722 40.7103125406872),4522513,-73.848266318,40.7103125407,Active,Queens
Strada,POINT (-73.84811982274253 40.71007917155833),4522512,-73.8481198227,40.7100791716,Active,Queens
Strada,POINT (-73.84759759498041 40.70999755141782),4522511,-73.847597595,40.7099975514,Active,Queens
Strada,POINT (-73.84672800711353 40.709860669854024),4522510,-73.8467280071,40.7098606699,Active,Queens
Strada,POINT (-73.84546687998542 40.70965388849653),4522509,-73.84546688,40.7096538885,Active,Queens
Strada,POINT (-73.84866799870545 40.73172877917049),4451775,-73.8486679987,40.7317287792,Active,Queens
Strada,POINT (-73.84896090529308 40.732323172272295),4451776,-73.8489609053,40.7323231723,Active,Queens
Strada,POINT (-73.84898947816966 40.73240375852336),4451777,-73.8489894782,40.7324037585,Active,Queens
Strada,POINT (-73.84925975600366 40.73299878299948),4451778,-73.849259756,40.732998783,Active,Queens
Strada,POINT (-73.84917477876395 40.73311393243822),4451779,-73.8491747788,40.7331139324,Active,Queens
Strada,POINT (-73.84960627008668 40.73366214697623),4451780,-73.8496062701,40.733662147,Active,Queens
Strada,POINT (-73.84963401182742 40.7337433758294),4451781,-73.8496340118,40.7337433758,Active,Queens
Strada,POINT (-73.85006593557505 40.73402766878682),4451782,-73.8500659356,40.7340276688,Active,Queens
Strada,POINT (-73.84997726031798 40.734320463757854),4451783,-73.8499772603,40.7343204638,Active,Queens
Strada,POINT (-73.88793667346093 40.70140012239833),4361762,-73.8879366735,40.7014001224,Active,Queens
Strada,POINT (-73.88721861543048 40.70146385632632),4361761,-73.8872186154,40.7014638563,Active,Queens
Strada,POINT (-73.88594829009986 40.70156941438668),4361760,-73.8859482901,40.7015694144,Active,Queens
Strada,POINT (-73.88517436793482 40.70163412028706),4361759,-73.8851743679,40.7016341203,Active,Queens
Strada,POINT (-73.88416817080514 40.701718973273486),4361758,-73.8841681708,40.7017189733,Active,Queens
Strada,POINT (-73.88327647369121 40.7017926213969),4361757,-73.8832764737,40.7017926214,Active,Queens
Strada,POINT (-73.88225782150249 40.70187683450744),4361756,-73.8822578215,40.7018768345,Active,Queens
Strada,POINT (-73.88161455225885 40.70193184076925),4361755,-73.8816145523,40.7019318408,Active,Queens
Strada,POINT (-73.8807305324817 40.70199877725448),4361754,-73.8807305325,40.7019987773,Active,Queens
Strada,POINT (-73.87038706102959 40.70284033228945),4361753,-73.870387061,40.7028403323,Active,Queens
Strada,POINT (-73.91202155040487 40.77713735257845),4181672,-73.9120215504,40.7771373526,Active,Queens
Strada,POINT (-73.90923161877608 40.77857861987607),4181656,-73.9092316188,40.7785786199,Active,Queens
Strada,POINT (-73.9087486311286 40.77823493888632),4181655,-73.9087486311,40.7782349389,Active,Queens
Strada,POINT (-73.8905291842339 40.770689099084265),4181695,-73.8905291842,40.7706890991,Active,Queens
Strada,POINT (-73.89233814176329 40.770498735988504),4181694,-73.8923381418,40.770498736,Active,Queens
Strada,POINT (-73.89327078421306 40.77040039425655),4181693,-73.8932707842,40.7704003943,Active,Queens
