MeterType,the_geom,MeterNo,LONG,LAT,Status,Borough
Strada,POINT (-73.98090966627859 40.57457130999723),3253010,-73.9809096663,40.57457131,Active,Brooklyn
Strada,POINT (-73.98087418447332 40.57432382196395),3253009,-73.9808741845,40.574323822,Active,Brooklyn
Strada,POINT (-73.9807979586819 40.57378955598459),3253008,-73.9807979587,40.573789556,Active,Brooklyn
Strada,POINT (-73.98004643208529 40.575449386231305),3253011,-73.9800464321,40.5754493862,Active,Brooklyn
Strada,POINT (-73.9818434499099 40.57544282950684),3253007,-73.9818434499,40.5754428295,Active,Brooklyn
Strada,POINT (-73.98017479000048 40.575653003506055),3253001,-73.98017479,40.5756530035,Active,Brooklyn
Strada,POINT (-73.98189237606812 40.575641586558866),3253002,-73.9818923761,40.5756415866,Active,Brooklyn
Strada,POINT (-73.98311134299797 40.57674843825789),3253019,-73.983111343,40.5767484383,Active,Brooklyn
Strada,POINT (-73.9840918739297 40.57663772548198),3253018,-73.9840918739,40.5766377255,Active,Brooklyn
Strada,POINT (-73.98533876218038 40.5765026236233),3253017,-73.9853387622,40.5765026236,Active,Brooklyn
Strada,POINT (-73.99379756780381 40.575569817265105),3253016,-73.9937975678,40.5755698173,Active,Brooklyn
Strada,POINT (-73.99382346583614 40.575688997653984),3253015,-73.9938234658,40.5756889977,Active,Brooklyn
Strada,POINT (-73.98427312194718 40.576743714226936),3253014,-73.9842731219,40.5767437142,Active,Brooklyn
Strada,POINT (-73.98339074398824 40.57683717162653),3253013,-73.983390744,40.5768371716,Active,Brooklyn
Strada,POINT (-73.98230041037955 40.576836251476855),3253020,-73.9823004104,40.5768362515,Active,Brooklyn
Strada,POINT (-73.98208186619354 40.57698433672878),3253012,-73.9820818662,40.5769843367,Active,Brooklyn
Strada,POINT (-73.94158775758243 40.71193314179096),3233013,-73.9415877576,40.7119331418,Active,Brooklyn
Strada,POINT (-73.94115586478084 40.71183442755358),3233012,-73.9411558648,40.7118344276,Inactive,Brooklyn
Strada,POINT (-73.94178769698102 40.711774286686605),3233011,-73.941787697,40.7117742867,Inactive,Brooklyn
Strada,POINT (-73.94257319704666 40.71170030531804),3233010,-73.942573197,40.7117003053,Inactive,Brooklyn
Strada,POINT (-73.94308549800495 40.71165602767564),3233009,-73.943085498,40.7116560277,Inactive,Brooklyn
Strada,POINT (-73.94340896044295 40.711758329392154),3233015,-73.9434089604,40.7117583294,Inactive,Brooklyn
Strada,POINT (-73.94271781155035 40.711822865761796),3233014,-73.9427178116,40.7118228658,Active,Brooklyn
Strada,POINT (-73.94392439502919 40.71217400979831),3233024,-73.943924395,40.7121740098,Active,Brooklyn
Strada,POINT (-73.96150016883485 40.693904439854066),3353025,-73.9615001688,40.6939044399,Active,Brooklyn
Strada,POINT (-73.96620145800502 40.69336608428905),3353022,-73.966201458,40.6933660843,Active,Brooklyn
Strada,POINT (-73.97054895556201 40.69321656370931),3353010,-73.9705489556,40.6932165637,Active,Brooklyn
Strada,POINT (-73.96633447522257 40.69346176405117),3353006,-73.9663344752,40.6934617641,Active,Brooklyn
Strada,POINT (-73.96470716593375 40.69365211591202),3353004,-73.9647071659,40.6936521159,Active,Brooklyn
Strada,POINT (-73.96375895466673 40.69376193683936),3353003,-73.9637589547,40.6937619368,Active,Brooklyn
Strada,POINT (-73.96288398164961 40.69386133845357),3353002,-73.9628839816,40.6938613385,Active,Brooklyn
Strada,POINT (-73.96196033428396 40.69396865715907),3353001,-73.9619603343,40.6939686572,Active,Brooklyn
Strada,POINT (-73.97319980436679 40.69320657108689),3353016,-73.9731998044,40.6932065711,Active,Brooklyn
Strada,POINT (-73.97028356498024 40.693093471915496),3353018,-73.970283565,40.6930934719,Active,Brooklyn
Strada,POINT (-73.96545929438385 40.69356400198979),3353005,-73.9654592944,40.693564002,Active,Brooklyn
Strada,POINT (-73.97345517043141 40.693326790209866),3353013,-73.9734551704,40.6933267902,Active,Brooklyn
Strada,POINT (-73.97232998436117 40.69328476929961),3353012,-73.9723299844,40.6932847693,Active,Brooklyn
Strada,POINT (-73.97132992168919 40.693245458458684),3353011,-73.9713299217,40.6932454585,Active,Brooklyn
Strada,POINT (-73.96944006933194 40.69317668804869),3353009,-73.9694400693,40.693176688,Active,Brooklyn
Strada,POINT (-73.96829533640488 40.693234345299),3353008,-73.9682953364,40.6932343453,Active,Brooklyn
Strada,POINT (-73.96747488005967 40.69332893315479),3353007,-73.9674748801,40.6933289332,Active,Brooklyn
Strada,POINT (-73.96428706102849 40.69349523313356),3353024,-73.964287061,40.6934952331,Active,Brooklyn
Strada,POINT (-73.9652171658398 40.69338838578117),3353023,-73.9652171658,40.6933883858,Inactive,Brooklyn
Strada,POINT (-73.9672844856344 40.69323642802993),3353021,-73.9672844856,40.693236428,Active,Brooklyn
Strada,POINT (-73.96827808688074 40.69312238697764),3353020,-73.9682780869,40.693122387,Active,Brooklyn
Strada,POINT (-73.96924544686233 40.69305540915316),3353019,-73.9692454469,40.6930554092,Active,Brooklyn
Strada,POINT (-73.97134062037968 40.693135491386855),3353017,-73.9713406204,40.6931354914,Active,Brooklyn
Strada,POINT (-73.92830139151947 40.63118719232799),3593017,-73.9283013915,40.6311871923,Active,Brooklyn
Strada,POINT (-73.92841200619178 40.63221542504815),3593016,-73.9284120062,40.632215425,Active,Brooklyn
Strada,POINT (-73.92735781347945 40.635647336811594),3593015,-73.9273578135,40.6356473368,Active,Brooklyn
Strada,POINT (-73.9269345379597 40.636223894425235),3593014,-73.926934538,40.6362238944,Active,Brooklyn
Strada,POINT (-73.92820280282768 40.63240297008962),3593032,-73.9282028028,40.6324029701,Inactive,Brooklyn
Strada,POINT (-73.92807525473826 40.63121190363204),3593031,-73.9280752547,40.6312119036,Active,Brooklyn
Strada,POINT (-73.92744301171867 40.62530048694517),3593027,-73.9274430117,40.6253004869,Inactive,Brooklyn
Strada,POINT (-73.92736386019327 40.624565406182874),3593026,-73.9273638602,40.6245654062,Active,Brooklyn
Strada,POINT (-73.92730619677228 40.62404624946752),3593025,-73.9273061968,40.6240462495,Active,Brooklyn
Strada,POINT (-73.92798144539951 40.625717892437365),3593035,-73.9279814454,40.6257178924,Active,Brooklyn
Strada,POINT (-73.92770967006042 40.6278083738836),3593030,-73.9277096701,40.6278083739,Inactive,Brooklyn
Strada,POINT (-73.92767419225194 40.62748080181609),3593029,-73.9276741923,40.6274808018,Active,Brooklyn
Strada,POINT (-73.92761095699483 40.626899577165325),3593028,-73.927610957,40.6268995772,Active,Brooklyn
Strada,POINT (-73.92752885053517 40.623990777501525),3593020,-73.9275288505,40.6239907775,Active,Brooklyn
Strada,POINT (-73.92761651673284 40.624800652667645),3593019,-73.9276165167,40.6248006527,Active,Brooklyn
Strada,POINT (-73.9276712179327 40.625302282295834),3593018,-73.9276712179,40.6253022823,Active,Brooklyn
Strada,POINT (-73.92724109761312 40.62341250306659),3593022,-73.9272410976,40.6234125031,Inactive,Brooklyn
Strada,POINT (-73.92718841743775 40.62291845139042),3593021,-73.9271884174,40.6229184514,Active,Brooklyn
Strada,POINT (-73.92698295236106 40.62364473400777),3593024,-73.9269829524,40.623644734,Active,Brooklyn
Strada,POINT (-73.92697592545528 40.62352441191062),3593023,-73.9269759255,40.6235244119,Active,Brooklyn
Strada,POINT (-73.9348240668315 40.64185702759918),3593005,-73.9348240668,40.6418570276,Active,Brooklyn
Strada,POINT (-73.92814108051273 40.642268114564075),3593002,-73.9281410805,40.6422681146,Active,Brooklyn
Strada,POINT (-73.9267906099746 40.642356563584926),3593001,-73.92679061,40.6423565636,Active,Brooklyn
Strada,POINT (-73.92886561300453 40.64222670441827),3593003,-73.928865613,40.6422267044,Active,Brooklyn
Strada,POINT (-73.92859856196058 40.64212028942753),3593013,-73.928598562,40.6421202894,Active,Brooklyn
Strada,POINT (-73.92971679459271 40.64205117190004),3593012,-73.9297167946,40.6420511719,Active,Brooklyn
Strada,POINT (-73.93580693127296 40.64166938557518),3593011,-73.9358069313,40.6416693856,Active,Brooklyn
Strada,POINT (-73.93638185584847 40.6416351503731),3593010,-73.9363818558,40.6416351504,Active,Brooklyn
Strada,POINT (-73.93738512702366 40.641576702651385),3593009,-73.937385127,40.6415767027,Active,Brooklyn
Strada,POINT (-73.9374812892372 40.641690201403044),3593008,-73.9374812892,40.6416902014,Active,Brooklyn
Strada,POINT (-73.93680330394226 40.64173484503341),3593007,-73.9368033039,40.641734845,Active,Brooklyn
Strada,POINT (-73.93583809287652 40.641793092797066),3593006,-73.9358380929,40.6417930928,Active,Brooklyn
Strada,POINT (-73.93013671997808 40.64214844875575),3593004,-73.93013672,40.6421484488,Inactive,Brooklyn
Strada,POINT (-73.86702898083087 40.67857283532663),3623021,-73.8670289808,40.6785728353,Active,Brooklyn
Strada,POINT (-73.86535823947888 40.67863220757891),3623027,-73.8653582395,40.6786322076,Active,Brooklyn
Strada,POINT (-73.8652668865273 40.67870593931586),3623026,-73.8652668865,40.6787059393,Active,Brooklyn
Strada,POINT (-73.86516993489562 40.67877561930356),3623029,-73.8651699349,40.6787756193,Active,Brooklyn
Strada,POINT (-73.86378844964173 40.679009941639336),3623006,-73.8637884496,40.6790099416,Active,Brooklyn
Strada,POINT (-73.86717035580435 40.678980914138506),3623023,-73.8671703558,40.6789809141,Active,Brooklyn
Strada,POINT (-73.86725211271106 40.678945347178335),3623022,-73.8672521127,40.6789453472,Active,Brooklyn
Strada,POINT (-73.86935638332541 40.67842931450495),3623020,-73.8693563833,40.6784293145,Active,Brooklyn
Strada,POINT (-73.86626788891161 40.67903564128993),3623024,-73.8662678889,40.6790356413,Active,Brooklyn
Strada,POINT (-73.86850094990928 40.6785533613013),3623019,-73.8685009499,40.6785533613,Active,Brooklyn
Strada,POINT (-73.8675444264551 40.678691785511326),3623018,-73.8675444265,40.6786917855,Active,Brooklyn
Strada,POINT (-73.86674935963907 40.678805813798554),3623017,-73.8667493596,40.6788058138,Active,Brooklyn
Strada,POINT (-73.8659198802797 40.67892439633087),3623016,-73.8659198803,40.6789243963,Active,Brooklyn
Strada,POINT (-73.98037150176955 40.66051106571734),3533002,-73.9803715018,40.6605110657,Active,Brooklyn
Strada,POINT (-73.98201994311553 40.65842093908322),3533007,-73.9820199431,40.6584209391,Active,Brooklyn
Strada,POINT (-73.9821619424095 40.65847370625443),3533006,-73.9821619424,40.6584737063,Active,Brooklyn
Strada,POINT (-73.98018715960843 40.66050998861386),3533010,-73.9801871596,40.6605099886,Active,Brooklyn
Strada,POINT (-73.98043570168034 40.660212995796385),3533009,-73.9804357017,40.6602129958,Active,Brooklyn
Strada,POINT (-73.98106862528513 40.659454976652235),3533008,-73.9810686253,40.6594549767,Active,Brooklyn
Strada,POINT (-73.98159384019077 40.659042511832574),3533005,-73.9815938402,40.6590425118,Active,Brooklyn
Strada,POINT (-73.98114382193786 40.659583093787894),3533004,-73.9811438219,40.6595830938,Active,Brooklyn
Strada,POINT (-73.98080275477457 40.659989498115635),3533003,-73.9808027548,40.6599894981,Active,Brooklyn
Strada,POINT (-73.97992507439318 40.6613920485271),3533001,-73.9799250744,40.6613920485,Active,Brooklyn
Strada,POINT (-73.99295166552365 40.6161257385101),3453020,-73.9929516655,40.6161257385,Active,Brooklyn
Strada,POINT (-73.99276363597536 40.61693008369448),3453001,-73.992763636,40.6169300837,Active,Brooklyn
Strada,POINT (-73.9961501563061 40.613133205956),3453013,-73.9961501563,40.613133206,Active,Brooklyn
Strada,POINT (-73.99281602362119 40.616152905129766),3453021,-73.9928160236,40.6161529051,Active,Brooklyn
Strada,POINT (-73.99265948736804 40.61656742477398),3453019,-73.9926594874,40.6165674248,Active,Brooklyn
Strada,POINT (-73.99327173073753 40.61596626464537),3453018,-73.9932717307,40.6159662646,Active,Brooklyn
Strada,POINT (-73.99372668340094 40.61550647812326),3453017,-73.9937266834,40.6155064781,Active,Brooklyn
Strada,POINT (-73.9943931157242 40.61485162584423),3453016,-73.9943931157,40.6148516258,Active,Brooklyn
Strada,POINT (-73.99497731967898 40.61427503667755),3453015,-73.9949773197,40.6142750367,Active,Brooklyn
Strada,POINT (-73.99544994421187 40.61380747163031),3453014,-73.9954499442,40.6138074716,Active,Brooklyn
Strada,POINT (-73.99669366459362 40.61259560006193),3453012,-73.9966936646,40.6125956001,Active,Brooklyn
Strada,POINT (-73.99735869906304 40.61193292643999),3453011,-73.9973586991,40.6119329264,Active,Brooklyn
Strada,POINT (-73.99763661116039 40.61184302085104),3453010,-73.9976366112,40.6118430209,Active,Brooklyn
Strada,POINT (-73.99690137468009 40.61256792382903),3453009,-73.9969013747,40.6125679238,Active,Brooklyn
Strada,POINT (-73.99647092508529 40.6129959525225),3453008,-73.9964709251,40.6129959525,Active,Brooklyn
Strada,POINT (-73.99570400255398 40.61377190902438),3453007,-73.9957040026,40.613771909,Active,Brooklyn
Strada,POINT (-73.99518972682137 40.61428318287007),3453006,-73.9951897268,40.6142831829,Active,Brooklyn
Strada,POINT (-73.99469852517072 40.61476864292277),3453005,-73.9946985252,40.6147686429,Active,Brooklyn
Strada,POINT (-73.99400455405068 40.61545346397913),3453004,-73.9940045541,40.615453464,Active,Brooklyn
Strada,POINT (-73.9935637051055 40.615889747899566),3453003,-73.9935637051,40.6158897479,Active,Brooklyn
Strada,POINT (-73.99284391258442 40.616603719285386),3453002,-73.9928439126,40.6166037193,Active,Brooklyn
Strada,POINT (-73.8763338200549 40.682524463846256),3583020,-73.8763338201,40.6825244638,Active,Brooklyn
Strada,POINT (-73.87581467623559 40.68267174587678),3583019,-73.8758146762,40.6826717459,Active,Brooklyn
Strada,POINT (-73.87714134662752 40.68228545331521),3583021,-73.8771413466,40.6822854533,Active,Brooklyn
Strada,POINT (-73.87879940242965 40.681819510343885),3583023,-73.8787994024,40.6818195103,Active,Brooklyn
Strada,POINT (-73.87822925569772 40.68198051030553),3583022,-73.8782292557,40.6819805103,Active,Brooklyn
Strada,POINT (-73.87844482656128 40.68181985042502),3583002,-73.8784448266,40.6818198504,Active,Brooklyn
Strada,POINT (-73.87947945844189 40.68163623772729),3583024,-73.8794794584,40.6816362377,Active,Brooklyn
Strada,POINT (-73.87977947082639 40.68143797180101),3583001,-73.8797794708,40.6814379718,Active,Brooklyn
Strada,POINT (-73.87365833171079 40.68327942078682),3583018,-73.8736583317,40.6832794208,Active,Brooklyn
Strada,POINT (-73.87262190282476 40.683573845153916),3583017,-73.8726219028,40.6835738452,Active,Brooklyn
Strada,POINT (-73.87199521540528 40.68375569849813),3583016,-73.8719952154,40.6837556985,Active,Brooklyn
Strada,POINT (-73.87152138830837 40.683890065757836),3583015,-73.8715213883,40.6838900658,Active,Brooklyn
Strada,POINT (-73.8708444331943 40.684084116307275),3583014,-73.8708444332,40.6840841163,Active,Brooklyn
Strada,POINT (-73.86986135938436 40.68436589012976),3583013,-73.8698613594,40.6843658901,Active,Brooklyn
Strada,POINT (-73.86920564293546 40.68455013674222),3583012,-73.8692056429,40.6845501367,Active,Brooklyn
Strada,POINT (-73.86822112968561 40.684830796287024),3583011,-73.8682211297,40.6848307963,Active,Brooklyn
Strada,POINT (-73.86809945396112 40.684765588379705),3583010,-73.868099454,40.6847655884,Active,Brooklyn
Strada,POINT (-73.86903612978445 40.68449755378798),3583009,-73.8690361298,40.6844975538,Active,Brooklyn
Strada,POINT (-73.86987768443782 40.6842547103152),3583008,-73.8698776844,40.6842547103,Active,Brooklyn
Strada,POINT (-73.87048974831824 40.68408439394427),3583007,-73.8704897483,40.6840843939,Active,Brooklyn
Strada,POINT (-73.87097176583792 40.68394764654768),3583006,-73.8709717658,40.6839476465,Active,Brooklyn
Strada,POINT (-73.8716619756555 40.68374962255179),3583005,-73.8716619757,40.6837496226,Active,Brooklyn
Strada,POINT (-73.87262871302453 40.68347594601053),3583004,-73.872628713,40.683475946,Active,Brooklyn
Strada,POINT (-73.873626476226 40.68319047436575),3583003,-73.8736264762,40.6831904744,Active,Brooklyn
Strada,POINT (-73.9196007616735 40.69922933822819),3303033,-73.9196007617,40.6992293382,Active,Brooklyn
Strada,POINT (-73.91762448639996 40.69872071622233),3303042,-73.9176244864,40.6987207162,Active,Brooklyn
Strada,POINT (-73.91926148468603 40.69957459317029),3303031,-73.9192614847,40.6995745932,Active,Brooklyn
Strada,POINT (-73.91848161147867 40.69917457429135),3303040,-73.9184816115,40.6991745743,Active,Brooklyn
Strada,POINT (-73.9183369135033 40.6991885647376),3303041,-73.9183369135,40.6991885647,Active,Brooklyn
Strada,POINT (-73.91953382282387 40.69916487598488),3303034,-73.9195338228,40.699164876,Active,Brooklyn
Strada,POINT (-73.91922233379805 40.6994834950674),3303032,-73.9192223338,40.6994834951,Active,Brooklyn
Strada,POINT (-73.91996114048852 40.70005831935301),3303037,-73.9199611405,40.7000583194,Active,Brooklyn
Strada,POINT (-73.91990083226788 40.699984111192585),3303038,-73.9199008323,40.6999841112,Active,Brooklyn
Strada,POINT (-73.92042880017812 40.6995787217924),3303035,-73.9204288002,40.6995787218,Active,Brooklyn
Strada,POINT (-73.92018928318296 40.69969224475757),3303036,-73.9201892832,40.6996922448,Active,Brooklyn
Strada,POINT (-73.9209656520576 40.7000937210588),3303025,-73.9209656521,40.7000937211,Active,Brooklyn
Strada,POINT (-73.9211010652546 40.70008797143902),3303026,-73.9211010653,40.7000879714,Active,Brooklyn
Strada,POINT (-73.92063477336943 40.700428496606875),3303023,-73.9206347734,40.7004284966,Active,Brooklyn
Strada,POINT (-73.92078884646111 40.700407039974515),3303024,-73.9207888465,40.70040704,Active,Brooklyn
Strada,POINT (-73.92150389389302 40.700871298228336),3303029,-73.9215038939,40.7008712982,Active,Brooklyn
Strada,POINT (-73.9214605350462 40.70078431427668),3303030,-73.921460535,40.7007843143,Active,Brooklyn
Strada,POINT (-73.92181315729722 40.700555942180095),3303027,-73.9218131573,40.7005559422,Active,Brooklyn
Strada,POINT (-73.92176686581094 40.700470314320945),3303028,-73.9217668658,40.7004703143,Active,Brooklyn
Strada,POINT (-73.92264741230845 40.700910300964374),3303021,-73.9226474123,40.700910301,Active,Brooklyn
Strada,POINT (-73.92328256173852 40.70131097316735),3303019,-73.9232825617,40.7013109732,Active,Brooklyn
Strada,POINT (-73.9234150015581 40.70131122706067),3303020,-73.9234150016,40.7013112271,Active,Brooklyn
Strada,POINT (-73.92291962698695 40.701682952027845),3303017,-73.922919627,40.701682952,Active,Brooklyn
Strada,POINT (-73.85610657266187 40.835579117503),2173061,-73.8561065727,40.8355791175,Active,Bronx
Strada,POINT (-73.85665511765367 40.836302546013776),2173054,-73.8566551177,40.836302546,Active,Bronx
Strada,POINT (-73.85703853930585 40.836555667485385),2173053,-73.8570385393,40.8365556675,Active,Bronx
Strada,POINT (-73.85861371615228 40.83746960517985),2173052,-73.8586137162,40.8374696052,Active,Bronx
Strada,POINT (-73.85926832802201 40.837678066173936),2173051,-73.859268328,40.8376780662,Active,Bronx
Strada,POINT (-73.85977259291892 40.83270614810846),2173005,-73.8597725929,40.8327061481,Active,Bronx
Strada,POINT (-73.8581450029425 40.833416616163554),2173007,-73.8581450029,40.8334166162,Active,Bronx
Strada,POINT (-73.85866977818762 40.83335881738466),2173006,-73.8586697782,40.8333588174,Active,Bronx
Strada,POINT (-73.85965869875642 40.83343702006538),2173010,-73.8596586988,40.8334370201,Active,Bronx
Strada,POINT (-73.85904255405518 40.833510887305664),2173009,-73.8590425541,40.8335108873,Active,Bronx
Strada,POINT (-73.85826520602933 40.83359268293023),2173008,-73.858265206,40.8335926829,Active,Bronx
Strada,POINT (-73.86042688338685 40.83352702118065),2173001,-73.8604268834,40.8335270212,Active,Bronx
Strada,POINT (-73.86056148701987 40.83398707506707),2173012,-73.860561487,40.8339870751,Active,Bronx
Strada,POINT (-73.86052226181755 40.83407510417945),2173011,-73.8605222618,40.8340751042,Active,Bronx
Strada,POINT (-73.86081413364292 40.83428585210344),2173013,-73.8608141336,40.8342858521,Active,Bronx
Strada,POINT (-73.86093507753074 40.835016918232924),2173014,-73.8609350775,40.8350169182,Active,Bronx
Strada,POINT (-73.86109950808117 40.83426874004854),2173016,-73.8610995081,40.83426874,Active,Bronx
Strada,POINT (-73.86121505344435 40.83494749141989),2173015,-73.8612150534,40.8349474914,Active,Bronx
Strada,POINT (-73.85882099666661 40.839384691604636),2173027,-73.8588209967,40.8393846916,Active,Bronx
Strada,POINT (-73.85813485302214 40.83978538019881),2173026,-73.858134853,40.8397853802,Active,Bronx
Strada,POINT (-73.85561919810738 40.84055797873316),2173025,-73.8556191981,40.8405579787,Active,Bronx
Strada,POINT (-73.85561909116609 40.84034446507743),2173024,-73.8556190912,40.8403444651,Active,Bronx
Strada,POINT (-73.8581460189397 40.83952285026844),2173023,-73.8581460189,40.8395228503,Active,Bronx
Strada,POINT (-73.85860122042622 40.83925142114758),2173022,-73.8586012204,40.8392514211,Active,Bronx
Strada,POINT (-73.85466288157032 40.842222173383625),2173033,-73.8546628816,40.8422221734,Active,Bronx
Strada,POINT (-73.85590363422781 40.8420803065759),2173032,-73.8559036342,40.8420803066,Active,Bronx
Strada,POINT (-73.85653961258656 40.84200816920578),2173031,-73.8565396126,40.8420081692,Active,Bronx
Strada,POINT (-73.86212251144838 40.84003235615074),2173029,-73.8621225114,40.8400323562,Active,Bronx
Strada,POINT (-73.86178364503904 40.83970435252725),2173028,-73.861783645,40.8397043525,Active,Bronx
Strada,POINT (-73.86265263245312 40.84056642974045),2173030,-73.8626526325,40.8405664297,Active,Bronx
Strada,POINT (-73.8606650934483 40.83819436140231),2173050,-73.8606650934,40.8381943614,Active,Bronx
Strada,POINT (-73.86096615027405 40.83872056222014),2173049,-73.8609661503,40.8387205622,Active,Bronx
Strada,POINT (-73.86144102925927 40.83911730984333),2173048,-73.8614410293,40.8391173098,Active,Bronx
Strada,POINT (-73.86246925861356 40.840027355451994),2173047,-73.8624692586,40.8400273555,Active,Bronx
Strada,POINT (-73.86408580274681 40.837859146599044),2173062,-73.8640858027,40.8378591466,Active,Bronx
Strada,POINT (-73.86370193105006 40.83810296538187),2173063,-73.8637019311,40.8381029654,Active,Bronx
Strada,POINT (-73.86291299000428 40.84029316301226),2173046,-73.86291299,40.840293163,Active,Bronx
Strada,POINT (-73.86360890410154 40.84008731737857),2173044,-73.8636089041,40.8400873174,Active,Bronx
Strada,POINT (-73.8635093521195 40.84021493563301),2173043,-73.8635093521,40.8402149356,Inactive,Bronx
Strada,POINT (-73.8631012168656 40.84058261091975),2173042,-73.8631012169,40.8405826109,Inactive,Bronx
Strada,POINT (-73.86406327865213 40.84053591901387),2173045,-73.8640632787,40.840535919,Active,Bronx
Strada,POINT (-73.86161808187587 40.8337025385753),2173002,-73.8616180819,40.8337025386,Active,Bronx
Strada,POINT (-73.86158464975705 40.83342248312716),2173003,-73.8615846498,40.8334224831,Inactive,Bronx
Strada,POINT (-73.86257265472668 40.835538273188924),2173020,-73.8625726547,40.8355382732,Active,Bronx
Strada,POINT (-73.86301488291434 40.835362958717646),2173019,-73.8630148829,40.8353629587,Active,Bronx
Strada,POINT (-73.86289549595942 40.83466469182391),2173018,-73.862895496,40.8346646918,Active,Bronx
Strada,POINT (-73.86311021714546 40.83461593833141),2173017,-73.8631102171,40.8346159383,Active,Bronx
Strada,POINT (-73.8977239907409 40.8911582629963),2262730,-73.8977239907,40.891158263,Active,Bronx
Strada,POINT (-73.89752238017522 40.89153174608378),2262729,-73.8975223802,40.8915317461,Active,Bronx
Strada,POINT (-73.89658783141036 40.89406917012844),2262728,-73.8965878314,40.8940691701,Active,Bronx
Strada,POINT (-73.89821160941159 40.8908872327125),2262731,-73.8982116094,40.8908872327,Active,Bronx
Strada,POINT (-73.89817766137125 40.89075874308872),2262732,-73.8981776614,40.8907587431,Active,Bronx
Strada,POINT (-73.89842972768123 40.89058008728262),2262733,-73.8984297277,40.8905800873,Active,Bronx
Strada,POINT (-73.8981901072393 40.89057235803088),2262734,-73.8981901072,40.890572358,Active,Bronx
Strada,POINT (-73.89844344353398 40.88976387563499),2262735,-73.8984434435,40.8897638756,Active,Bronx
Strada,POINT (-73.90008156351783 40.889401230722484),2262736,-73.9000815635,40.8894012307,Active,Bronx
Strada,POINT (-73.8990159838457 40.88950387459163),2262738,-73.8990159838,40.8895038746,Active,Bronx
Strada,POINT (-73.89951710538944 40.88955212681397),2262737,-73.8995171054,40.8895521268,Active,Bronx
Strada,POINT (-73.89983205998936 40.886952646829336),2262743,-73.89983206,40.8869526468,Active,Bronx
Strada,POINT (-73.89954760249992 40.887523483496444),2262742,-73.8995476025,40.8875234835,Active,Bronx
Strada,POINT (-73.89928724394224 40.88804737378169),2262741,-73.8992872439,40.8880473738,Active,Bronx
Strada,POINT (-73.89904174699113 40.888536679758545),2262740,-73.899041747,40.8885366798,Active,Bronx
Strada,POINT (-73.89880672817034 40.88902632753822),2262739,-73.8988067282,40.8890263275,Active,Bronx
Strada,POINT (-73.8980549032951 40.8895489851764),2262727,-73.8980549033,40.8895489852,Active,Bronx
Strada,POINT (-73.89829121660371 40.88907352096202),2262726,-73.8982912166,40.889073521,Active,Bronx
Strada,POINT (-73.89850222977671 40.88865179569807),2262725,-73.8985022298,40.8886517957,Active,Bronx
Strada,POINT (-73.89874967894309 40.88815971819007),2262724,-73.8987496789,40.8881597182,Active,Bronx
Strada,POINT (-73.9018825754714 40.88718360256302),2262746,-73.9018825755,40.8871836026,Active,Bronx
Strada,POINT (-73.9012478815946 40.887001000982266),2262745,-73.9012478816,40.887001001,Active,Bronx
Strada,POINT (-73.90047269669975 40.886777680922975),2262744,-73.9004726967,40.8867776809,Active,Bronx
Strada,POINT (-73.9016657875401 40.886727624344694),2262748,-73.9016657875,40.8867276243,Active,Bronx
Strada,POINT (-73.90210918214083 40.88634347736424),2262747,-73.9021091821,40.8863434774,Inactive,Bronx
Strada,POINT (-73.90102658271701 40.88680638654159),2262749,-73.9010265827,40.8868063865,Active,Bronx
Strada,POINT (-73.90041010303683 40.88579793015056),2262753,-73.900410103,40.8857979302,Active,Bronx
Strada,POINT (-73.90019862223966 40.886230680656276),2262752,-73.9001986222,40.8862306807,Active,Bronx
Strada,POINT (-73.90157882905642 40.885859958613686),2262751,-73.9015788291,40.8858599586,Inactive,Bronx
Strada,POINT (-73.90098214870338 40.886375664725804),2262750,-73.9009821487,40.8863756647,Active,Bronx
Strada,POINT (-73.9003706446375 40.885407959324326),2262723,-73.9003706446,40.8854079593,Inactive,Bronx
Strada,POINT (-73.89810664922867 40.88379873118534),2262722,-73.8981066492,40.8837987312,Active,Bronx
Strada,POINT (-73.89852740792472 40.88339830507154),2262721,-73.8985274079,40.8833983051,Active,Bronx
Strada,POINT (-73.89998228470064 40.884825753321536),2262720,-73.8999822847,40.8848257533,Active,Bronx
Strada,POINT (-73.90077500312663 40.884619036543185),2262719,-73.9007750031,40.8846190365,Active,Bronx
Strada,POINT (-73.90128898177764 40.88377382026074),2262718,-73.9012889818,40.8837738203,Active,Bronx
Strada,POINT (-73.90617925684447 40.87620432205745),2262695,-73.9061792568,40.8762043221,Active,Bronx
Strada,POINT (-73.90134873060742 40.88344942053696),2262717,-73.9013487306,40.8834494205,Inactive,Bronx
Strada,POINT (-73.90115626237133 40.883274267855924),2262716,-73.9011562624,40.8832742679,Active,Bronx
Strada,POINT (-73.90169016239105 40.88312679816882),2262715,-73.9016901624,40.8831267982,Inactive,Bronx
Strada,POINT (-73.90200583429656 40.88265650816198),2262714,-73.9020058343,40.8826565082,Active,Bronx
Strada,POINT (-73.90244527458614 40.88204379284302),2262713,-73.9024452746,40.8820437928,Active,Bronx
Strada,POINT (-73.90244172200325 40.881528975050024),2262712,-73.902441722,40.8815289751,Active,Bronx
Strada,POINT (-73.90241453420181 40.88140230214634),2262711,-73.9024145342,40.8814023021,Active,Bronx
